Afornecedo,Designação Fatura,Conta,Nome da co,Doc  nome ,N  contrib,Doc  inici,Doc  nome1,Elegível?
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
ANA AEROPORTOS DE PORTUGAL SA,Portagens viat. Tur. iva n/ ded.,62511215.0,Port.Lig.Pas MN Não Ded Tx Normal,V/ Factura S,500700834,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
AEDL - AUTO-ESTRADAS DO DOURO LITORAL S.A.,Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,507027140,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511215.0,Port.Lig.Pas MN Não Ded Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
AEDL - AUTO-ESTRADAS DO DOURO LITORAL S.A.,Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,507027140,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511215.0,Port.Lig.Pas MN Não Ded Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens viat. Tur. iva n/ ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511215.0,Port.Lig.Pas MN Não Ded Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62264313.0,Cons Veic. Pes Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens viat. Tur. iva n/ ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
ANA AEROPORTOS DE PORTUGAL SA,Portagens viat. Tur. iva n/ ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,500700834,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,500731993,PT,Compras OBS,1
"BRISA - CONCESSÃO RODOVIÁRIA, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,502790024,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"LINDE PORTUGAL, LDA",Gás - Iva Dedutivel,624413.0,Gás MN Tx Normal,V/ Factura S,500266344,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Portagens - Iva não ded.,62511216.0,Port.Lig.Pas MN Não Ded Base,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Matérias Primas,312113.0,MP MN Tx Normal,V/ Factura,503484750,PT,Compras,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511313.0,Port Pes Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,500731993,PT,Compras OBS,1
ESTILO EXCLUSIVO UNIPESSOAL LDA,TSHIRT SENHORA 100%CO ORG OCS,621613.0,Sub Embal MN Tx Normal,V/ Factura,516075616,PT,Compras,0
"INFRAESTRUTURAS DE PORTUGAL, S.A.",Deslocações e estadas - Iva ded. - portagens,62511113.0,Port Lig Merc MN Tx Normal,V/ Factura S,503933813,PT,Compras OBS,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Matérias Primas,62263113.0,Equip. Bás. Máquinas MN Tx Normal,V/ Factura,503484750,PT,Compras,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
PETRO AGRELA COMERCIO DE COMBUSTIVEIS LDA,Gasóleo para Pesados de Mercadorias 100% Ded.,62421413.0,Gasóleo  Pessado Mercadorias MN Tx Normal,V/ Factura S,503566454,PT,Compras OBS,0
"FERVI, IMPORTAÇÃO E EXPORTAÇÃO, S.A.",RIB 1X1 100%CO 200GR,312113.0,MP MN Tx Normal,V/ Factura,501731440,PT,Compras,0
"CONFEÇOES LINHA LONGA, LDA",T-SHIRT SENHORA 100%CO ORGANICO,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,513003495,PT,Compras,0
"CONFEÇOES LINHA LONGA, LDA",T-SHIRT SENHORA 100%CO ORGANICO,621213.0,Sub Confecção - MN Tx Normal,V/ Nota de Crédito,513003495,PT,Compras,0
"ABREU ARAUJO & SILVA, LDA",Conservação e Reparação - Iva ded. - L. Mercadorias,62264113.0,Cons Veic. Lig Mercadorias MN Tx Normal,V/ Nota de Crédito,500975914,PT,Compras OBS,0
"UPS - TRANSPORTES INTERNACIONAIS DE MERC. UNIP., LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Nota de Crédito,504066897,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251215.0,Restauração MN Não Ded Tx Normal,V/ Vd. Dinheiro,159634679,PT,Caixa,0
NILORN DISTRIBUTION CENTER GMBH,BARCODE STICKER 53X31MM - TIGER 700,312223.0,MS MC Tx Normal,V/ Factura,312035634,Outros,Compras,0
"EDENRED PORTUGAL, S.A.",Comissoes La Card - IVA ded.,62271310.0,Cartão Refeição - MN Tx Normal,V/ Factura S,501465804,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Vd. Dinheiro,159634679,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Vd. Dinheiro,159634679,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251219.0,Restauração MN Não Ded Tx Intermédia,V/ Vd. Dinheiro,516117572,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Combustível - gasolina IVA n/ ded.,62422215.0,Gasolina L Pass MN Não Ded Tx Normal,V/ Vd. Dinheiro,503961159,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Combustível - gasolina IVA n/ ded.,62422215.0,Gasolina L Pass MN Não Ded Tx Normal,V/ Vd. Dinheiro,509578160,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251216.0,Restauração MN Não Ded Base,V/ Vd. Dinheiro,159634679,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251216.0,Restauração MN Não Ded Base,V/ Vd. Dinheiro,159634679,PT,Caixa,0
PRINTEXPO UNIPESSOAL LDA,Fotocópias MN Tx Normal,6233414.0,Fotocopias MN Isento,V/ Factura S,514580453,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. - refeições,6251216.0,Restauração MN Não Ded Base,V/ Vd. Dinheiro,516117572,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Combustível - gasolina IVA n/ ded.,62422216.0,Gasolina L Pass MN Não Ded Base,V/ Vd. Dinheiro,503961159,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Combustível - gasolina IVA n/ ded.,62422216.0,Gasolina L Pass MN Não Ded Base,V/ Vd. Dinheiro,509578160,PT,Caixa,0
"ABREU ARAUJO & SILVA, LDA",Conservação e Reparação - Iva ded. - L. Mercadorias,62264113.0,Cons Veic. Lig Mercadorias MN Tx Normal,V/ Factura S,500975914,PT,Compras OBS,1
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128213.0,Cust Adic MP MN Tx Normal,V/ Factura S,500731993,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128214.0,Cust Adic MP MN Isento,V/ Factura S,500731993,PT,Compras OBS,0
"UPS - TRANSPORTES INTERNACIONAIS DE MERC. UNIP., LDA.",Transportes,6253113.0,Transp Mercad Normal MN Tx Normal,V/ Factura S,504066897,PT,Compras OBS,1
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128214.0,Cust Adic MP MN Isento,V/ Factura S,500731993,PT,Compras OBS,0
"GRENKE RETING, SA.",Aluguer Impressora - Iva dedutivel,626120413.0,Loc Op - Impressoras MN Tx Normal,V/ Factura S,508259509,PT,Compras OBS,0
"GRENKE RETING, SA.",Aluguer Impressora - Iva dedutivel,626120413.0,Loc Op - Impressoras MN Tx Normal,V/ Factura S,508259509,PT,Compras OBS,0
PRINTEXPO UNIPESSOAL LDA,Fotocópias MN Tx Normal,6233413.0,Fotocopias MN TX Normal,V/ Factura S,514580453,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128213.0,Cust Adic MP MN Tx Normal,V/ Factura S,500731993,PT,Compras OBS,0
"RDUZ GESTÃO GLOBAL DE RESÍDUOS, S.A.",Serviço Gestão Resíduos (Aluguer/Recolha/Tratamento),6268113.0,Resíduos MN Tx Normal,V/ Factura S,507225740,PT,Compras OBS,1
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128214.0,Cust Adic MP MN Isento,V/ Factura S,500731993,PT,Compras OBS,0
"GRENKE RETING, SA.",Aluguer Impressora - Iva dedutivel,626120413.0,Loc Op - Impressoras MN Tx Normal,V/ Factura S,508259509,PT,Compras OBS,0
"DHL EXPRESS PORTUGAL, LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,500731993,PT,Compras OBS,1
"ABREU - CARGA E TRANSITO,LDA",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,503142263,PT,Compras OBS,1
"UPS - TRANSPORTES INTERNACIONAIS DE MERC. UNIP., LDA.",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,504066897,PT,Compras OBS,1
"DHL EXPRESS PORTUGAL, LDA.",Custos adicionais c/ compras,3128213.0,Cust Adic MP MN Tx Normal,V/ Factura S,500731993,PT,Compras OBS,0
"ABREU - CARGA E TRANSITO,LDA",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,503142263,PT,Compras OBS,1
"IMOFUNDOS - Soc. Gest. de Org. de Invest. Colectivo, SA",Renda de Imóvel,6261114.0,Renda Edificio MN-Isenta,V/ Factura S,720000130,PT,Compras OBS,0
"ABREU - CARGA E TRANSITO,LDA",Transportes,6253114.0,Transp Mercad Normal MN Tx Isento,V/ Factura S,503142263,PT,Compras OBS,1
PRIMIUS 2B INVESTIMENTOS IMOBILIÁRIOS E MOBILIÁRIOS SA,Serviços de Consultoria,6221213.0,Consultoria MN Tx Normal,V/ Factura S,509529003,PT,Compras OBS,0
PRIMIUS 2B INVESTIMENTOS IMOBILIÁRIOS E MOBILIÁRIOS SA,Serviços de Consultoria,6221213.0,Consultoria MN Tx Normal,V/ Factura S,509529003,PT,Compras OBS,0
"FROTCOM LUSITANA, LDA.",Vigilancia e Segurança - Iva Dedutivel,622313.0,Vigilância e Segurança MN Tx Normal,V/ Factura S,509584489,PT,Compras OBS,0
"EMPRESA DE CONFECÇÕES DAS BARREIRAS, LDA",T-SHIRT SENHORA 100%CO ORGANICO,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,503708402,PT,Compras,0
"CONFEÇOES LINHA LONGA, LDA",T-SHIRT SENHORA 100%CO ORGANICO,621213.0,Sub Confecção - MN Tx Normal,V/ Factura,513003495,PT,Compras,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Matérias Primas,62263113.0,Equip. Bás. Máquinas MN Tx Normal,V/ Nota de Crédito,503484750,PT,Compras,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. + isenta - MN,6251815.0,Outras Desl e Esta MN Tx Normal Não ded,V/ Vd. Dinheiro,514036214,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,"Limpeza, Higiene e Conforto - Iva Dedutivel",626713.0,"Limpeza, hig, conforto MN Tx Normal",V/ Vd. Dinheiro,192569821,PT,Caixa,0
Fornecedor Compras a Dinheiro MN,Deslocações e estadas - Iva não ded. + isenta - MN,6251816.0,Outras Desl e Esta MN Base Não ded,V/ Vd. Dinheiro,514036214,PT,Caixa,0
JAFPLUS LDA,Electricidade - Iva Dedutivel ou Isento,624111.0,Eletricidade MN Tx Reduzida,V/ Factura S,513497706,PT,Compras OBS,0
"CORREIA & CARDOSO, LDA.",Ferramentas e utensílios - Iva ded.,6231113.0,Ferra e Utens MN Tx Normal,V/ Factura S,500077029,PT,Compras OBS,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
Fornecedor Compras a Dinheiro MN,Comunicação Correios -  Iva Dedutivel,6262314.0,Correio MN Isento,V/ Vd. Dinheiro,500077568,PT,Caixa,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
"LUIS PIMENTA - ETIQUETAS TEXTEIS, UNIPESSOAL, LDA",ETIQUETA COMPOSIÇÃO CETIM 100%CO,312213.0,MS MN Tx Normal,V/ Factura,508281865,PT,Compras,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
MUNICIPIO DE BARCELOS,Resíduos Sólidos,6268114.0,Resíduos MN Isento,V/ Factura S,505584760,PT,Compras OBS,0
"CHAPA 5 - GRAVURAS E PUBLICIDADE, LDA.",Vigilancia e Segurança - Iva Dedutivel,622313.0,Vigilância e Segurança MN Tx Normal,V/ Factura S,506397440,PT,Compras OBS,0
"MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA.",Comunicação Telefone -  Iva Dedutivel,6262213.0,Internet MN Tx Normal,V/ Factura S,504615947,PT,Compras OBS,0
"LUIS PIMENTA - ETIQUETAS TEXTEIS, UNIPESSOAL, LDA",ETIQUETA COMPOSIÇÃO CETIM 100%CO,312213.0,MS MN Tx Normal,V/ Factura,508281865,PT,Compras,0
"HYPERDETAILS, LDA",FITA C/ PESPONTOS REF. R521 10MM - CORES,312113.0,MP MN Tx Normal,V/ Factura,517027526,PT,Compras,0
JAFPLUS LDA,Electricidade - Iva Dedutivel ou Isento,624113.0,Eletricidade MN Tx Normal,V/ Factura S,513497706,PT,Compras OBS,0
"NASTROTEX - INDUSTRIA DE PASSAMANARIAS, LDA",FITA NASTRO 100% CO ORGANICO,312113.0,MP MN Tx Normal,V/ Factura,505034948,PT,Compras,0
"MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA.",Comunicação Telefone -  Iva Dedutivel,6262113.0,Telefone MN - Tx Normal,V/ Factura S,504615947,PT,Compras OBS,0
"NASTROTEX - INDUSTRIA DE PASSAMANARIAS, LDA",CORDÃO ACHATADO 100%CO ORG. 12MM - PONTO APERTADO,312113.0,MP MN Tx Normal,V/ Factura,505034948,PT,Compras,0
"ALIVANA-TÊXTEIS, LDA",T-SHIRT HOMEM 100%CO ORGANICO,621613.0,Sub Embal MN Tx Normal,V/ Factura,507738390,PT,Compras,0
"LURDES SAMPAIO, SA.",JERSEY 100%CO ORGANICO 150GRS - LS85/S18-A,312113.0,MP MN Tx Normal,V/ Factura,502422149,PT,Compras,0
"ENVICORTE - INDÚSTRIA TEXTIL, LDA",COLAR ENTRETELA EM ROLO,621513.0,Sub Estamp MN Tx Normal,V/ Factura,505364182,PT,Compras,0
BORMAN PORTUGUESA QUIMICOS E SISTEMAS HIGIENE LDA,"Limpeza, Higiene e Conforto - Iva Dedutivel",626713.0,"Limpeza, hig, conforto MN Tx Normal",V/ Factura S,502453478,PT,Compras OBS,0
"ANTÓNIO BARROSO MALHAS, LDA",Renda de Imóvel,6261113.0,Renda Edificio MN-Tx Normal,V/ Factura S,501215522,PT,Compras OBS,0
"ÉRIUS - TEXTEIS, SA.",Rua 1ºde Maio,6261113.0,Renda Edificio MN-Tx Normal,V/ Factura S,509577547,PT,Compras OBS,0
TRIMCO GROUP ROMANIA S.R.L.,ETIQUETA DE CARTÃO,312223.0,MS MC Tx Normal,V/ Factura,13039754,Outros,Compras,0
"FAMILITEX - TECELAGEM, LDA",RIB 2x2 100%WO VIRGEM 220GRS - FMJFW006,312113.0,MP MN Tx Normal,V/ Factura,504389637,PT,Compras,0
VISIONWARE SISTEMAS DE INFORMAÇÃO SA,Serviços de Consultoria,6221213.0,Consultoria MN Tx Normal,V/ Factura S,507411072,PT,Compras OBS,0
"NORMAC-APOIO À INDUSTRIA TEXTIL, LDA.",Conservação e Reparação Eq. basico - IVA ded,62263113.0,Equip. Bás. Máquinas MN Tx Normal,V/ Factura,503484750,PT,Compras,0
